Date,Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Station,Tavg,Depart,Heat,CodeSum,PrecipTotal,SeaLevel,ResultDir,AvgSpeed,Sunrise_1,Sunset_1,daylight_duration,Humidity
2007-08-15,CULEX PIPIENS,T159,41.732984,-87.649642,8,45,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T159,41.732984,-87.649642,8,45,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,9,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T031,41.801498,-87.763416,9,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T089,41.723195,-87.64997,5,12,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T089,41.723195,-87.64997,5,16,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,9,5,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX RESTUANS,T090,41.868077,-87.666901,9,3,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T090,41.868077,-87.666901,9,6,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T092,41.869216,-87.627561,8,3,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T092,41.869216,-87.627561,8,11,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,8,31,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX RESTUANS,T135,41.662014,-87.724608,8,9,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T135,41.662014,-87.724608,8,50,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T135,41.662014,-87.724608,8,50,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T135,41.662014,-87.724608,8,42,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T135,41.662014,-87.724608,8,11,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,9,7,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T152,41.846075,-87.716277,9,2,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,9,39,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,9,30,1,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX RESTUANS,T158,41.682587,-87.707973,9,4,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T158,41.682587,-87.707973,9,36,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T158,41.682587,-87.707973,9,43,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T162,41.725517,-87.614258,8,6,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T162,41.725517,-87.614258,8,3,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T034,41.843811,-87.686763,9,10,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T034,41.843811,-87.686763,9,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX TERRITANS,T034,41.843811,-87.686763,9,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,8,4,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T043,41.857402,-87.694991,8,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,9,7,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T047,41.868142,-87.696269,9,8,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T051,41.846283,-87.656913,9,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T051,41.846283,-87.656913,9,2,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,8,24,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T085,41.721474,-87.648064,8,20,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T088,41.869107,-87.696293,9,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX RESTUANS,T088,41.869107,-87.696293,9,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T088,41.869107,-87.696293,9,4,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T161,41.719059,-87.675088,9,6,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T161,41.719059,-87.675088,9,4,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T084,41.692555,-87.598865,8,6,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T084,41.692555,-87.598865,8,9,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,8,4,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX RESTUANS,T095,41.704336,-87.703736,8,2,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T095,41.704336,-87.703736,8,2,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T035,41.836644,-87.677737,8,9,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX RESTUANS,T035,41.836644,-87.677737,8,1,1,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T035,41.836644,-87.677737,8,4,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T036,41.837085,-87.729384,9,5,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX RESTUANS,T036,41.837085,-87.729384,9,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T036,41.837085,-87.729384,9,4,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T060,41.823065,-87.678378,8,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,8,16,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T061,41.801179,-87.679447,8,35,1,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T062,41.800737,-87.71188,8,8,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T065,41.778297,-87.752411,9,41,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T065,41.778297,-87.752411,9,29,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX RESTUANS,T065,41.778297,-87.752411,9,5,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T065,41.778297,-87.752411,9,47,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T065,41.778297,-87.752411,9,33,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX TERRITANS,T065,41.778297,-87.752411,9,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,8,4,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX RESTUANS,T066,41.77166,-87.703047,8,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T066,41.77166,-87.703047,8,20,1,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T067,41.759346,-87.745602,9,19,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T067,41.759346,-87.745602,9,5,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,8,18,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T069,41.768388,-87.678649,8,8,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T070,41.797616,-87.797894,8,11,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T070,41.797616,-87.797894,8,5,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T071,41.781416,-87.776532,8,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,8,20,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T073,41.773215,-87.60088,8,14,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,9,43,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,9,43,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX RESTUANS,T074,41.822536,-87.666343,9,3,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T074,41.822536,-87.666343,9,39,1,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T075,41.799282,-87.585487,8,3,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX RESTUANS,T075,41.799282,-87.585487,8,2,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T075,41.799282,-87.585487,8,3,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T076,41.794781,-87.615989,8,2,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T077,41.778748,-87.586427,8,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,9,15,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T079,41.766202,-87.562889,9,6,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX TERRITANS,T079,41.766202,-87.562889,9,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,9,6,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T080,41.754676,-87.612922,9,5,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T081,41.821582,-87.627796,9,20,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T081,41.821582,-87.627796,9,26,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,8,30,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,8,50,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,8,50,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX RESTUANS,T082,41.803423,-87.642984,8,2,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T082,41.803423,-87.642984,8,36,1,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T082,41.803423,-87.642984,8,43,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T083,41.754292,-87.590773,9,5,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,8,24,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,8,50,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX RESTUANS,T114,41.798697,-87.736812,8,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T114,41.798697,-87.736812,8,23,1,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,9,20,1,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T155,41.776156,-87.778927,9,26,1,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,9,18,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T063,41.82561,-87.726549,9,13,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T115,41.673408,-87.599862,5,50,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,5,7,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T138,41.726465,-87.585413,5,3,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T107,41.729669,-87.582699,5,4,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS,T107,41.729669,-87.582699,5,9,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T072,41.74785,-87.702716,9,1,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
2007-08-15,CULEX PIPIENS/RESTUANS,T097,41.644612,-87.604498,5,10,0,2.0,77.0,5.0,0.0,TS TSRA RA BR,0.83,29.87,6,7.1,1900-01-01 04:59:00,1900-01-01 18:54:00,0 days 13:55:00,76.38
